relative_path,filename,extension,size_mb,folder_depth,parent_folder,suspected_placeholder
Математика/Мат. анализ/Курант Что такое математика.pdf,Курант Что такое математика.pdf,.pdf,4.25,2,Мат. анализ,no
Математика/Мат. анализ/Кутузов_А_С_Введение_в_функциональный_анализ_учебное_пособие_2020.pdf,Кутузов_А_С_Введение_в_функциональный_анализ_учебное_пособие_2020.pdf,.pdf,8.64,2,Мат. анализ,no
Математика/Мат. анализ/Математика и механика [Том 1] [1985] Колмогоров.djvu,Математика и механика [Том 1] [1985] Колмогоров.djvu,.djvu,6.52,2,Мат. анализ,no
"Математика/Мат. анализ/Математика_на_Python_2022_Криволапов_С_Я_,_Хрипунова_М_Б_.pdf","Математика_на_Python_2022_Криволапов_С_Я_,_Хрипунова_М_Б_.pdf",.pdf,65.45,2,Мат. анализ,no
Математика/Мат. анализ/Математика_Ряды_Функции_нескольких_переменных.pdf,Математика_Ряды_Функции_нескольких_переменных.pdf,.pdf,13.23,2,Мат. анализ,no
"Математика/Мат. анализ/Математическая логика (3-е изд.) [2006] Колмогоров, Драгалин.djvu","Математическая логика (3-е изд.) [2006] Колмогоров, Драгалин.djvu",.djvu,3.34,2,Мат. анализ,no
Математика/Мат. анализ/Математическое программирование.pdf,Математическое программирование.pdf,.pdf,5.48,2,Мат. анализ,no
Математика/Мат. анализ/Математическое_программирование.pdf,Математическое_программирование.pdf,.pdf,1.29,2,Мат. анализ,no
Математика/Мат. анализ/Некоторые вопросы математики и механики [1981] Колмогоров.djvu,Некоторые вопросы математики и механики [1981] Колмогоров.djvu,.djvu,8.19,2,Мат. анализ,no
Математика/Мат. анализ/Основы математического моделирования и оптимизации на языке Python.pdf,Основы математического моделирования и оптимизации на языке Python.pdf,.pdf,17.12,2,Мат. анализ,no
Математика/Мат. анализ/Практическое_введение_в_решение_дифференциальных_уравнений_в_Python.pdf,Практическое_введение_в_решение_дифференциальных_уравнений_в_Python.pdf,.pdf,41.48,2,Мат. анализ,no
Математика/Мат. анализ/Руководство к решению тестовых задач по математике.pdf,Руководство к решению тестовых задач по математике.pdf,.pdf,6.78,2,Мат. анализ,no
Математика/Мат. анализ/Саватеев-Введение в настоящую математику.pdf,Саватеев-Введение в настоящую математику.pdf,.pdf,15.41,2,Мат. анализ,no
Математика/Мат. анализ/Саватеев-Сборник задач.pdf,Саватеев-Сборник задач.pdf,.pdf,1.14,2,Мат. анализ,no
Математика/Мат. анализ/Сато_Минору_Занимательная_математика_Дифференциальные_уравнения.pdf,Сато_Минору_Занимательная_математика_Дифференциальные_уравнения.pdf,.pdf,50.01,2,Мат. анализ,no
Математика/Мат. анализ/Син_Тогами_Занимательная_математика_Производные_и_интегралы_Образовательная.pdf,Син_Тогами_Занимательная_математика_Производные_и_интегралы_Образовательная.pdf,.pdf,30.04,2,Мат. анализ,no
Математика/Мат. анализ/Учебник по математике.pdf,Учебник по математике.pdf,.pdf,1.74,2,Мат. анализ,no
Математика/Мат. анализ/Что такое математика 2015.pdf,Что такое математика 2015.pdf,.pdf,4.25,2,Мат. анализ,no
"Математика/Мат. анализ/Элементы теории функций и функционального анализа [2004] Колмогоров, Фомин.djvu","Элементы теории функций и функционального анализа [2004] Колмогоров, Фомин.djvu",.djvu,3.91,2,Мат. анализ,no
"Математика/Мат. анализ/Ю_В_Вайнштейн,_Т_Г_Пенькова,_В_И_Вайнштейн_Математическая_логика.pdf","Ю_В_Вайнштейн,_Т_Г_Пенькова,_В_И_Вайнштейн_Математическая_логика.pdf",.pdf,1.59,2,Мат. анализ,no
Математика/Общие вопросы/Джексон_Т_Математика_Иллюстрированная.pdf,Джексон_Т_Математика_Иллюстрированная.pdf,.pdf,79.21,2,Общие вопросы,no
Математика/Общие вопросы/Как_не_ошибаться_Сила_математического_мышления_2018_Джордан_Элленберг.pdf,Как_не_ошибаться_Сила_математического_мышления_2018_Джордан_Элленберг.pdf,.pdf,5.51,2,Общие вопросы,no
Математика/Общие вопросы/Математика для Дебилов.pdf,Математика для Дебилов.pdf,.pdf,5.64,2,Общие вопросы,no
Математика/Общие вопросы/Математика_в_огне_Нескучный_неучебник_2020_Джейсон_Уилкс.pdf,Математика_в_огне_Нескучный_неучебник_2020_Джейсон_Уилкс.pdf,.pdf,9.54,2,Общие вопросы,no
Математика/Общие вопросы/О профессии математика [1960] Колмогоров.djvu,О профессии математика [1960] Колмогоров.djvu,.djvu,1.33,2,Общие вопросы,no
Математика/Статистика/!_Библиотека_программиста_Уилл_Курт_Байесовская_статистика_Star_Wars®.pdf,!_Библиотека_программиста_Уилл_Курт_Байесовская_статистика_Star_Wars®.pdf,.pdf,6.37,2,Статистика,no
Математика/Статистика/Applied statistic with R.pdf,Applied statistic with R.pdf,.pdf,5.66,2,Статистика,no
Математика/Статистика/Essential Math for Data Science.pdf,Essential Math for Data Science.pdf,.pdf,9.93,2,Статистика,no
Математика/Статистика/Statistika_i_kotiki.docx,Statistika_i_kotiki.docx,.docx,4.28,2,Статистика,no
Математика/Статистика/Statistika_i_kotiki.pdf,Statistika_i_kotiki.pdf,.pdf,10.54,2,Статистика,no
Математика/Статистика/Анализ_временных_рядов_и_прогнозирование.pdf,Анализ_временных_рядов_и_прогнозирование.pdf,.pdf,20.91,2,Статистика,no
Математика/Статистика/Байесовские модели (Python).pdf,Байесовские модели (Python).pdf,.pdf,4.26,2,Статистика,no
Математика/Статистика/Библиотека_программиста_Уилл_Курт_Байесовская_статистика_Star_Wars®.pdf,Библиотека_программиста_Уилл_Курт_Байесовская_статистика_Star_Wars®.pdf,.pdf,6.37,2,Статистика,no
Математика/Статистика/Голая_статистика_Самая_интересная_книга_о_самой_скучной_науке_2016.pdf,Голая_статистика_Самая_интересная_книга_о_самой_скучной_науке_2016.pdf,.pdf,17.38,2,Статистика,no
Математика/Статистика/Искусство_статистики_Как_находить_ответы_в_данных_2021_Дэвид_Шпигельхалтер.pdf,Искусство_статистики_Как_находить_ответы_в_данных_2021_Дэвид_Шпигельхалтер.pdf,.pdf,7.55,2,Статистика,no
Математика/Статистика/Как отучить статистику лгать.pdf,Как отучить статистику лгать.pdf,.pdf,13.59,2,Статистика,no
Математика/Статистика/Математические_методы_принятия_решений_2_е_издание_2014_Грешилов.pdf,Математические_методы_принятия_решений_2_е_издание_2014_Грешилов.pdf,.pdf,143.82,2,Статистика,no
Математика/Статистика/Математические_методы_принятия_решений_МВТУ_2_е_издание_2014.pdf,Математические_методы_принятия_решений_МВТУ_2_е_издание_2014.pdf,.pdf,143.82,2,Статистика,no
Математика/Статистика/Основы статистического обучения 2021.pdf,Основы статистического обучения 2021.pdf,.pdf,99.81,2,Статистика,no
Математика/Статистика/Практическая статистика для специалистов Data Science.pdf,Практическая статистика для специалистов Data Science.pdf,.pdf,7.55,2,Статистика,no
Математика/Статистика/Практический_анализ_временных_рядов 2021.pdf,Практический_анализ_временных_рядов 2021.pdf,.pdf,37.99,2,Статистика,no
Математика/Статистика/Регрессия- теория и практика 2022.pdf,Регрессия- теория и практика 2022.pdf,.pdf,81.28,2,Статистика,no
Математика/Статистика/Син_Такахаси_Занимательная_статистика_Образовательная_манга_2010.pdf,Син_Такахаси_Занимательная_статистика_Образовательная_манга_2010.pdf,.pdf,10.96,2,Статистика,no
Математика/Статистика/Син_Такахаси_Занимательная_статистика_Регрессионный_анализ.pdf,Син_Такахаси_Занимательная_статистика_Регрессионный_анализ.pdf,.pdf,77.53,2,Статистика,no
Математика/Статистика/Син_Такахаси_Занимательная_статистика_Факторный_анализ.pdf,Син_Такахаси_Занимательная_статистика_Факторный_анализ.pdf,.pdf,29.41,2,Статистика,no
Математика/Статистика/Современное_прогнозирование_временных_рядов.pdf,Современное_прогнозирование_временных_рядов.pdf,.pdf,20.62,2,Статистика,no
Математика/Статистика/Статистика и котики.pdf,Статистика и котики.pdf,.pdf,10.31,2,Статистика,no
"Математика/Статистика/Статистика_для_тех,_кто_ненавидит_статистику.pdf","Статистика_для_тех,_кто_ненавидит_статистику.pdf",.pdf,25.49,2,Статистика,no
Математика/Статистика/Статистический_анализ_экспериментальных_данных.pdf,Статистический_анализ_экспериментальных_данных.pdf,.pdf,3.45,2,Статистика,no
Математика/Теория вероятностей/Apress_Bayesian_Optimization_Theory_and_Practice_Using_Python.pdf,Apress_Bayesian_Optimization_Theory_and_Practice_Using_Python.pdf,.pdf,9.67,2,Теория вероятностей,no
Математика/Теория вероятностей/E_S_Venttsel_L_A_Ovcharov_Zadachi_i_uprazhnenia_po_teorii_veroyatnostey.pdf,E_S_Venttsel_L_A_Ovcharov_Zadachi_i_uprazhnenia_po_teorii_veroyatnostey.pdf,.pdf,7.02,2,Теория вероятностей,no
Математика/Теория вероятностей/Mathematicians Playing Games.pdf,Mathematicians Playing Games.pdf,.pdf,36.35,2,Теория вероятностей,no
Математика/Теория вероятностей/Probability For Dummies (Deborah J. Rumsey).pdf,Probability For Dummies (Deborah J. Rumsey).pdf,.pdf,4.46,2,Теория вероятностей,no
Математика/Теория вероятностей/teoriya-veroyatnostey-i-matematicheskaya-statistika.pdf,teoriya-veroyatnostey-i-matematicheskaya-statistika.pdf,.pdf,9.94,2,Теория вероятностей,no
Математика/Теория вероятностей/Алон Спенсер Veroyatnostny_metod_-_2013.pdf,Алон Спенсер Veroyatnostny_metod_-_2013.pdf,.pdf,29.45,2,Теория вероятностей,no
"Математика/Теория вероятностей/Байесовские_модели_восприятия_и_действия_2024_Вэй_Цзи_Ма,_Конрад.pdf","Байесовские_модели_восприятия_и_действия_2024_Вэй_Цзи_Ма,_Конрад.pdf",.pdf,29.12,2,Теория вероятностей,no
Математика/Теория вероятностей/Вероятностное программирование.pdf,Вероятностное программирование.pdf,.pdf,12.38,2,Теория вероятностей,no
Математика/Теория вероятностей/Вероятностные_графовые_модели_Принципы_и_приложения.pdf,Вероятностные_графовые_модели_Принципы_и_приложения.pdf,.pdf,3.68,2,Теория вероятностей,no
"Математика/Теория вероятностей/Математическая логика. Алгебра. Теория чисел. Теория вероятностей [1978] Колмогоров А.Н., Юшкевич.pdf","Математическая логика. Алгебра. Теория чисел. Теория вероятностей [1978] Колмогоров А.Н., Юшкевич.pdf",.pdf,11.3,2,Теория вероятностей,no
Математика/Теория вероятностей/Моделирование_задач_принятия_решений.pdf,Моделирование_задач_принятия_решений.pdf,.pdf,2.75,2,Теория вероятностей,no
Математика/Теория вероятностей/Наука о сетях вводный курс.pdf,Наука о сетях вводный курс.pdf,.pdf,19.42,2,Теория вероятностей,no
Математика/Теория вероятностей/Нечеткое_моделирование_и_управление.pdf,Нечеткое_моделирование_и_управление.pdf,.pdf,31.6,2,Теория вероятностей,no
"Математика/Теория вероятностей/Предельные распределения для сумм независимых случайных величин [1949] Гнеденко, Колмогоров.djvu","Предельные распределения для сумм независимых случайных величин [1949] Гнеденко, Колмогоров.djvu",.djvu,6.26,2,Теория вероятностей,no
Математика/Теория вероятностей/Теория вероятностей и математическая статистика [Том 2] [1987] Колмогоров.djvu,Теория вероятностей и математическая статистика [Том 2] [1987] Колмогоров.djvu,.djvu,13.55,2,Теория вероятностей,no
"Математика/Теория вероятностей/Теория вероятностей, математическая статистика и анализ данных.pdf","Теория вероятностей, математическая статистика и анализ данных.pdf",.pdf,76.25,2,Теория вероятностей,no
Математика/Теория вероятностей/Теория вероятностей.pdf,Теория вероятностей.pdf,.pdf,2.96,2,Теория вероятностей,no
Математика/Теория вероятностей/Теория информации и теория алгоритмов [Том 3] [1987] Колмогоров.djvu,Теория информации и теория алгоритмов [Том 3] [1987] Колмогоров.djvu,.djvu,4.58,2,Теория вероятностей,no
"Математика/Теория вероятностей/Теория_вероятностей,_математическая_статистика,_математическ.pdf","Теория_вероятностей,_математическая_статистика,_математическ.pdf",.pdf,2.35,2,Теория вероятностей,no
Математика/Теория вероятностей/Теория_вероятностей_и_математическая_статистика_Руководство_по_решению.pdf,Теория_вероятностей_и_математическая_статистика_Руководство_по_решению.pdf,.pdf,17.4,2,Теория вероятностей,no
Математика/Теория вероятностей/Теория_вероятностей_и_математическая_статистика_с_элементами_дополненной.pdf,Теория_вероятностей_и_математическая_статистика_с_элементами_дополненной.pdf,.pdf,21.57,2,Теория вероятностей,no
Математика/Теория вероятностей/Теория_вероятностей_и_математическая_статистика_Учебное_пособие.pdf,Теория_вероятностей_и_математическая_статистика_Учебное_пособие.pdf,.pdf,2.77,2,Теория вероятностей,no
"Математика/Теория графов/Graphs, Networks and Algorithms (Dieter Jungnickel).pdf","Graphs, Networks and Algorithms (Dieter Jungnickel).pdf",.pdf,3.4,2,Теория графов,no
Математика/Теория графов/Введение_в_теорию_графов_2019_Робин_Уилсон.pdf,Введение_в_теорию_графов_2019_Робин_Уилсон.pdf,.pdf,25.66,2,Теория графов,no
Математика/Теория графов/Графы-Алгоритмы на языке С.pdf,Графы-Алгоритмы на языке С.pdf,.pdf,17.13,2,Теория графов,no
Математика/Теория графов/Основы теории и алгоритмы на графах.pdf,Основы теории и алгоритмы на графах.pdf,.pdf,47.81,2,Теория графов,no
Математика/Теория графов/Теория графов.pdf,Теория графов.pdf,.pdf,3.14,2,Теория графов,no
"Математика/Теория игр/Авинаш_К_Диксит,_Сьюзан_Скит,_Дэвид_Т_Рейли_Стратегические_игры.pdf","Авинаш_К_Диксит,_Сьюзан_Скит,_Дэвид_Т_Рейли_Стратегические_игры.pdf",.pdf,7.41,2,Теория игр,no
Математика/Теория игр/Математическая_теория_игр_и_приложения.pdf,Математическая_теория_игр_и_приложения.pdf,.pdf,3.48,2,Теория игр,no
Математика/Теория игр/Сетевые игры.pdf,Сетевые игры.pdf,.pdf,7.64,2,Теория игр,no
Математика/Теория игр/Теория игр.pdf,Теория игр.pdf,.pdf,23.15,2,Теория игр,no
Математика/Численные методы/!!!Динамическое программирование.pdf,!!!Динамическое программирование.pdf,.pdf,1.77,2,Численные методы,no
Математика/Численные методы/Advanced_Mathematical_Techniques_in_Computational_and_Intelligen.pdf,Advanced_Mathematical_Techniques_in_Computational_and_Intelligen.pdf,.pdf,17.27,2,Численные методы,no
Математика/Численные методы/Applied_Numerical_Methods_with_Python_for_Engineers_and_Scientis.pdf,Applied_Numerical_Methods_with_Python_for_Engineers_and_Scientis.pdf,.pdf,15.81,2,Численные методы,no
Математика/Численные методы/Numerical.Methods.Using.Kotlin.pdf,Numerical.Methods.Using.Kotlin.pdf,.pdf,42.86,2,Численные методы,no
Математика/Численные методы/Zenkov_-_Chislennye_metody.pdf,Zenkov_-_Chislennye_metody.pdf,.pdf,2.87,2,Численные методы,no
Математика/Численные методы/Вычислительная математика для IT.pdf,Вычислительная математика для IT.pdf,.pdf,23.83,2,Численные методы,no
"Математика/Численные методы/Д. Грин, Д. Кнут Математические методы анализа алгоритмов.djvu","Д. Грин, Д. Кнут Математические методы анализа алгоритмов.djvu",.djvu,2.91,2,Численные методы,no
Математика/Численные методы/Мат. алгоритмы для программистов.pdf,Мат. алгоритмы для программистов.pdf,.pdf,28.38,2,Численные методы,no
Математика/Численные методы/Математическое_программирование_в_примерах_и_задачах.pdf,Математическое_программирование_в_примерах_и_задачах.pdf,.pdf,15.57,2,Численные методы,no
Менеджмент/Adizes_I._Stili_Menedjmenta.epub,Adizes_I._Stili_Menedjmenta.epub,.epub,1.63,1,Менеджмент,no
Менеджмент/Adizes_Razvitie-liderov-Kak-ponyat-svoy-stil-upravleniya-i-effektivno-obshchatsya-s-nositelyami-inyh-stiley.358416.fb2.epub,Adizes_Razvitie-liderov-Kak-ponyat-svoy-stil-upravleniya-i-effektivno-obshchatsya-s-nositelyami-inyh-stiley.358416.fb2.epub,.epub,1.3,1,Менеджмент,no
Менеджмент/Adizes_Razvitie-liderov-Kak-ponyat-svoy-stil-upravleniya-i-effektivno-obshchatsya-s-nositelyami-inyh-stiley.358416.fb2.mobi,Adizes_Razvitie-liderov-Kak-ponyat-svoy-stil-upravleniya-i-effektivno-obshchatsya-s-nositelyami-inyh-stiley.358416.fb2.mobi,.mobi,2.96,1,Менеджмент,no
Менеджмент/Adizes_Upravlenie-zhiznennym-ciklom-korporacii.220642.fb2.epub,Adizes_Upravlenie-zhiznennym-ciklom-korporacii.220642.fb2.epub,.epub,2.7,1,Менеджмент,no
Менеджмент/Adizes_Upravlenie-zhiznennym-ciklom-korporacii.220642.fb2.mobi,Adizes_Upravlenie-zhiznennym-ciklom-korporacii.220642.fb2.mobi,.mobi,6.58,1,Менеджмент,no
Менеджмент/BPM CBOK 4 - a4.pdf,BPM CBOK 4 - a4.pdf,.pdf,5.95,1,Менеджмент,no
Менеджмент/Champfrogs Checklist.pdf,Champfrogs Checklist.pdf,.pdf,12.43,1,Менеджмент,no
Менеджмент/Druker_P._Yeffektivnyiyi_Rukovoditel.a4.pdf,Druker_P._Yeffektivnyiyi_Rukovoditel.a4.pdf,.pdf,0.87,1,Менеджмент,no
Менеджмент/Druker_P._Yeffektivnyiyi_Rukovoditel.epub,Druker_P._Yeffektivnyiyi_Rukovoditel.epub,.epub,1.25,1,Менеджмент,no
Менеджмент/Ichak Kalderon Adizes_Idealnyy rukovoditel- Pochemu im nelzya stat i chto iz etogo sleduet.pdf,Ichak Kalderon Adizes_Idealnyy rukovoditel- Pochemu im nelzya stat i chto iz etogo sleduet.pdf,.pdf,2.26,1,Менеджмент,no
Менеджмент/Ichak Kalderon Adizes_Integraciya- Vyzhit i stat silnee v krizisnye vremena.pdf,Ichak Kalderon Adizes_Integraciya- Vyzhit i stat silnee v krizisnye vremena.pdf,.pdf,0.43,1,Менеджмент,no
Менеджмент/Ichak Kalderon Adizes_Razvitie liderov- Kak ponyat svoy stil upravleniya i effektivno obshchatsya s nositelyami inyh stiley.pdf,Ichak Kalderon Adizes_Razvitie liderov- Kak ponyat svoy stil upravleniya i effektivno obshchatsya s nositelyami inyh stiley.pdf,.pdf,1.27,1,Менеджмент,no
Менеджмент/Itshak_Kalderon_Adizes_Stili_menedzhmenta_-_effektivnyie_i_neeffektivnyie.pdf,Itshak_Kalderon_Adizes_Stili_menedzhmenta_-_effektivnyie_i_neeffektivnyie.pdf,.pdf,7.85,1,Менеджмент,no
Менеджмент/Karnegi_Kak-priobretat-druzey-i-okazyvat-vliyanie-na-lyudey.195738.fb2.mobi,Karnegi_Kak-priobretat-druzey-i-okazyvat-vliyanie-na-lyudey.195738.fb2.mobi,.mobi,1.67,1,Менеджмент,no
Менеджмент/Karnegi_Shest-sposobov-raspolagat-k-sebe-lyudey.25583.fb2.mobi,Karnegi_Shest-sposobov-raspolagat-k-sebe-lyudey.25583.fb2.mobi,.mobi,0.4,1,Менеджмент,no
Менеджмент/Kaufman_D._Sam_Sebe_Mba_Samoobrazova.mobi,Kaufman_D._Sam_Sebe_Mba_Samoobrazova.mobi,.mobi,1.39,1,Менеджмент,no
Менеджмент/Kovi_4-pravila-effektivnogo-lidera-v-usloviyah-neopredelennosti.199449.fb2.epub,Kovi_4-pravila-effektivnogo-lidera-v-usloviyah-neopredelennosti.199449.fb2.epub,.epub,0.4,1,Менеджмент,no
Менеджмент/Kovi_4-pravila-effektivnogo-lidera-v-usloviyah-neopredelennosti.199449.fb2.mobi,Kovi_4-pravila-effektivnogo-lidera-v-usloviyah-neopredelennosti.199449.fb2.mobi,.mobi,1.13,1,Менеджмент,no
Менеджмент/Kovi_7-navykov-vysokoeffektivnyh-lyudey.273071.fb2.mobi,Kovi_7-navykov-vysokoeffektivnyh-lyudey.273071.fb2.mobi,.mobi,4.0,1,Менеджмент,no
Менеджмент/Kovi_Sem-navykov-preuspevayushchih-lyudey.165349.fb2.epub,Kovi_Sem-navykov-preuspevayushchih-lyudey.165349.fb2.epub,.epub,0.45,1,Менеджмент,no
Менеджмент/Kovi_Sem-navykov-preuspevayushchih-lyudey.165349.fb2.mobi,Kovi_Sem-navykov-preuspevayushchih-lyudey.165349.fb2.mobi,.mobi,1.54,1,Менеджмент,no
Менеджмент/Kovi_Sem-navykov-vysokoeffektivnyh-lyudey-Vozvrat-k-etike-haraktera.185456.fb2.epub,Kovi_Sem-navykov-vysokoeffektivnyh-lyudey-Vozvrat-k-etike-haraktera.185456.fb2.epub,.epub,1.73,1,Менеджмент,no
Менеджмент/Kovi_Sem-navykov-vysokoeffektivnyh-lyudey-Vozvrat-k-etike-haraktera.185456.fb2.mobi,Kovi_Sem-navykov-vysokoeffektivnyh-lyudey-Vozvrat-k-etike-haraktera.185456.fb2.mobi,.mobi,4.38,1,Менеджмент,no
Менеджмент/Kovi_Vosmoy-navyk-Ot-effektivnosti-k-velichiyu.187026.fb2.epub,Kovi_Vosmoy-navyk-Ot-effektivnosti-k-velichiyu.187026.fb2.epub,.epub,2.31,1,Менеджмент,no
Менеджмент/Kovi_Vosmoy-navyk-Ot-effektivnosti-k-velichiyu.187026.fb2.mobi,Kovi_Vosmoy-navyk-Ot-effektivnosti-k-velichiyu.187026.fb2.mobi,.mobi,5.53,1,Менеджмент,no
Менеджмент/Sevastyanov_E._Biznespsihologiya Системное управление.pdf,Sevastyanov_E._Biznespsihologiya Системное управление.pdf,.pdf,2.17,1,Менеджмент,no
Менеджмент/Карьера_продакт_менеджера_Все_что_нужно_знать_для.pdf,Карьера_продакт_менеджера_Все_что_нужно_знать_для.pdf,.pdf,7.37,1,Менеджмент,no
Менеджмент/Настольная_книга_тимлида_разработки_ПО.pdf,Настольная_книга_тимлида_разработки_ПО.pdf,.pdf,0.74,1,Менеджмент,no
Менеджмент/Настоящий CTO.pdf,Настоящий CTO.pdf,.pdf,6.44,1,Менеджмент,no
Мобильная разработка/Android/Android Studio. Полезные шпаргалки.pdf,Android Studio. Полезные шпаргалки.pdf,.pdf,6.15,2,Android,no
Мобильная разработка/Android/Android_application_development_with_Kotlin_Build_Your_First_Android.epub,Android_application_development_with_Kotlin_Build_Your_First_Android.epub,.epub,2.05,2,Android,no
Мобильная разработка/Android/Android_Programmirovanie_dlya_professionalov_3_izdanie_2017.pdf,Android_Programmirovanie_dlya_professionalov_3_izdanie_2017.pdf,.pdf,17.86,2,Android,no
Мобильная разработка/Android/Android_Программирование_для_профессионалов_4_е_издание_.pdf,Android_Программирование_для_профессионалов_4_е_издание_.pdf,.pdf,13.62,2,Android,no
Мобильная разработка/Android/Gardner_L_Grigsbi_D_Razrabotka_veb-saytov_dlya_mobilnykh_ustroystv.pdf,Gardner_L_Grigsbi_D_Razrabotka_veb-saytov_dlya_mobilnykh_ustroystv.pdf,.pdf,118.56,2,Android,no
Мобильная разработка/Android/Griffits_Devid_Griffits_Don_Head_First_Programmirovanie_dlya_Android.pdf,Griffits_Devid_Griffits_Don_Head_First_Programmirovanie_dlya_Android.pdf,.pdf,28.19,2,Android,no
Мобильная разработка/Android/Head First Android Development Kotlin 2022.pdf,Head First Android Development Kotlin 2022.pdf,.pdf,42.9,2,Android,no
Мобильная разработка/Android/Head First. Программирование для Android на Kotlin.pdf,Head First. Программирование для Android на Kotlin.pdf,.pdf,28.11,2,Android,no
Мобильная разработка/Android/Head First. Программирование для Android.pdf,Head First. Программирование для Android.pdf,.pdf,28.19,2,Android,no
Мобильная разработка/Android/jQuery_Mobile_Разработка_приложений_для_смартфонов_и_планшетов.pdf,jQuery_Mobile_Разработка_приложений_для_смартфонов_и_планшетов.pdf,.pdf,51.48,2,Android,no
Мобильная разработка/Android/Kotlin.for.Android.App.Development.pdf,Kotlin.for.Android.App.Development.pdf,.pdf,4.67,2,Android,no
Мобильная разработка/Android/Mobile Applications Development_with Python_2Ed.pdf,Mobile Applications Development_with Python_2Ed.pdf,.pdf,63.59,2,Android,no
Мобильная разработка/Android/mobilnaya-razrabotka-galereya-shablonov.pdf,mobilnaya-razrabotka-galereya-shablonov.pdf,.pdf,81.56,2,Android,no
Мобильная разработка/Android/Нативная_разработка_мобильных_приложений.pdf,Нативная_разработка_мобильных_приложений.pdf,.pdf,3.73,2,Android,no
Мобильная разработка/Android/Программирование на Kotlin для Android.pdf,Программирование на Kotlin для Android.pdf,.pdf,23.99,2,Android,no
Мобильная разработка/Android/Разработка_мобильных_приложений_Первые_шаги_tlgm_it_boooks.pdf,Разработка_мобильных_приложений_Первые_шаги_tlgm_it_boooks.pdf,.pdf,14.76,2,Android,no
Мобильная разработка/Android/Умные мобильные проекты с Tensorflow 2019.pdf,Умные мобильные проекты с Tensorflow 2019.pdf,.pdf,20.55,2,Android,no
Мобильная разработка/Android/Цехнер Programmirovanie_igr_pod_Android 2013.pdf,Цехнер Programmirovanie_igr_pod_Android 2013.pdf,.pdf,8.97,2,Android,no
Мобильная разработка/Android/Ян_Клифтон_Проектирование_пользовательского_интерфейса_в_Android.pdf,Ян_Клифтон_Проектирование_пользовательского_интерфейса_в_Android.pdf,.pdf,167.56,2,Android,no
Мобильная разработка/Flutter/Flutter на практике.pdf,Flutter на практике.pdf,.pdf,5.9,2,Flutter,no
Мобильная разработка/iOS/!!!___TDD_Грэхем_Ли_Пер_с_англ_Киселев_А_Н_Разработка_через_тестирование_для.pdf,!!!___TDD_Грэхем_Ли_Пер_с_англ_Киселев_А_Н_Разработка_через_тестирование_для.pdf,.pdf,2.48,2,iOS,no
Мобильная разработка/iOS/HTML5_Разработка_приложений_для_мобильных_устройств.pdf,HTML5_Разработка_приложений_для_мобильных_устройств.pdf,.pdf,9.93,2,iOS,no
Мобильная разработка/iOS/iOS. Приемы программирования.pdf,iOS. Приемы программирования.pdf,.pdf,11.32,2,iOS,no
"Мобильная разработка/iOS/SwiftUI_by_Tutorials_2021_Antonio_Bello,_Bill_Morefield,_Audrey.pdf","SwiftUI_by_Tutorials_2021_Antonio_Bello,_Bill_Morefield,_Audrey.pdf",.pdf,113.24,2,iOS,no
"Мобильная разработка/iOS/Swift_Основы_разработки_приложений_под_iOS,_iPadOS_и_macOS_2021.pdf","Swift_Основы_разработки_приложений_под_iOS,_iPadOS_и_macOS_2021.pdf",.pdf,10.83,2,iOS,no
Мобильная разработка/iOS/Swift_Основы_разработки_приложений_под_и_iOS_и_macOS.pdf,Swift_Основы_разработки_приложений_под_и_iOS_и_macOS.pdf,.pdf,8.88,2,iOS,no
Мобильная разработка/iOS/Swift_Разработка_приложений_под_iOS_на_основе_фреймворка UIKit 2021.pdf,Swift_Разработка_приложений_под_iOS_на_основе_фреймворка UIKit 2021.pdf,.pdf,18.97,2,iOS,no
"Мобильная разработка/iOS/Глория_Уинквист,_Мэтт_Маккарти_Swift_для_детей_Самоучитель_по_созданию.pdf","Глория_Уинквист,_Мэтт_Маккарти_Swift_для_детей_Самоучитель_по_созданию.pdf",.pdf,19.54,2,iOS,no
Мобильная разработка/iOS/Джонатан_Здзиарски_iPhone_SDK_Разработка_приложений_2013.pdf,Джонатан_Здзиарски_iPhone_SDK_Разработка_приложений_2013.pdf,.pdf,5.21,2,iOS,no
Мобильная разработка/iOS/Нативная_разработка_мобильных_приложений_Перекрестный_справочник 2020.pdf,Нативная_разработка_мобильных_приложений_Перекрестный_справочник 2020.pdf,.pdf,3.73,2,iOS,no
Мобильная разработка/iOS/Основы_разработки_iOS_приложений_2021.pdf,Основы_разработки_iOS_приложений_2021.pdf,.pdf,7.72,2,iOS,no
Мобильная разработка/iOS/Усов Swift-osnovyi-razrabotki-prilozheniy-pod-ios 2017.pdf,Усов Swift-osnovyi-razrabotki-prilozheniy-pod-ios 2017.pdf,.pdf,6.36,2,iOS,no
"Наука о системах и системный анализ/Блауберг, Системный подход в современной науке.pdf","Блауберг, Системный подход в современной науке.pdf",.pdf,1.07,1,Наука о системах и системный анализ,no
Наука о системах и системный анализ/Искусство системного мышления.pdf,Искусство системного мышления.pdf,.pdf,7.79,1,Наука о системах и системный анализ,no
Наука о системах и системный анализ/Формализация_требований_на_практике.pdf,Формализация_требований_на_практике.pdf,.pdf,0.76,1,Наука о системах и системный анализ,no
